TIPO CONTRIBUYENTE;DOCUMENTO;RIM;CONTRIBUYENTE;TELEFONO;RESULTADO;OBSERVACIONES;PREGUNTA_1;PREGUNTA_2;PREGUNTA_3;PREGUNTA_4;PREGUNTA_5;PREGUNTA_6;PARROQUIA
JURIDICO;412105337;7000001136;FABRI BOLSO ELECT, CA;4161629086;;;;;;;;;BOLIVAR
JURIDICO;70093927;2000060419;FABRICACIONES VENEZOLANAS, C.A.;2617914340;EXITOSA;EMPRESA CERRADA;NO;;NO;;;;OLEGARIO VILLALOBOS
JURIDICO;297954147;2900041471;FABRICACION INOXIDABLE FABELO, C.A;2617654552;;;;;;;;;CRISTO DE ARANZA
JURIDICO;523797;2000043112;FABRICA DE ALFOMBRAS VZLA C.A ALFOVENCA;7923482;;;;;;;;;SANTA LUCIA
JURIDICO;315246759;2900010565;FABRICA DE CALZADOS SAMIRA, C.A (GALERIAS MALL);2617868054;;;;;;;;;VENANCIO PULGAR
JURIDICO;315246759;2900031570;FABRICA DE CALZADOS SAMIRA, C.A (GALERIAS MALL);7868363;;;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;298809892;2900043198;FABRICANTES ARTESANOS Y DISEÑADORES LOS CRISTALES,C.A;4146590661;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;298809892;2900043196;FABRICANTES ARTESANOS Y DISEÑADORES LOS CRISTALES,C.A;4146590661;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;299110604;2900033306;FACADE,C.A;2618156230;EXITOSA;INTERESADO;NO;;SI;;;;OLEGARIO VILLALOBOS
JURIDICO;400642574;2900036521;FACTORY STAR,C.A;2614229300;;;;;;;;;CHIQUINQUIRA
JURIDICO;409380688;2900051712;FADI HAIR STYLE, C.A;2617441547;;;;;;;;;JUANA DE AVILA
JURIDICO;406158461;7000001022;FAFI DESIGN, CA;4246523696;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;405032820;2900047615;FAJAS MARISOL,C.A.;2617358822;;;;;;;;;MANUEL DAGNINO
JURIDICO;401045553;2900044223;FAMEDICAL SERVICES, C.A.;2614156005;;LLAMAR DESPUES DE 2;SI;;;;;;CHIQUINQUIRA
JURIDICO;403006156;2900042397;FANMAR, C.A.;4127514558;;;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;405548002;2900047428;FANMAR OESTE C.A.;4146069264;EXITOSA;NO ESTÁ INTERESADO;SI;;;;;;RAUL LEONI
JURIDICO;306248625;207R001532;FARCA UNIFORMES C.A.;4140850347;;;;;;;;;CHIQUINQUIRA
JURIDICO;401859615;2900040562;FARMACIA ADONAY C.A.;2617548519;;;;;;;;;RAUL LEONI
JURIDICO;295980710;2900021889;FARMACIA AV. 8, C.A.;4143619001;;;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;411801313;7000001677;FARMACIA AVENIDA UNIVERSIDAD,C.A.;4146196131;;;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;303984193;2000072851;FARMACIA CABELLO C.A.;4246105508;NO EXISTOSA;USUARIO ERRADO;;;;;;;RAUL LEONI
JURIDICO;316875113;2900017139;FARMACIA CARIBEÑA, C.A.;4146347833;;;;;;;;;COQUIVACOA
JURIDICO;407872273;2900049708;FARMACIA CASA SAAS C.A;2617160043;;;;;;;;;CECILIO ACOSTA
JURIDICO;409807827;7000000753;FARMACIA CIMA SALUD, CA;4146996784;NO EXISTOSA;NO ESTÁ INTERESADO;;;;;;;CHIQUINQUIRA
JURIDICO;400784794;2900038116;FARMACIA CIRCUNVALACION Nº 2, C.A.;2617871930;;;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;308832367;203P000648;FARMACIA CLARET DE INVERSIONES HOSPITALARIAS, C.A.;2617523813;EXITOSA;SIN NOVEDAD;SI;a2;SI;ALTA;EXCELENTE;ES SENCILLO DE MANEJAR;CHIQUINQUIRA
JURIDICO;308620483;207R002131;FARMACIA COVIDES C.A.;2122643821;;;;;;;;;CHIQUINQUIRA
JURIDICO;308620483;2900013829;FARMACIA COVIDES C.A.;7590601;;;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;305077827;2000077353;FARMACIA DON DIEGO C.A.;4246785770;;;;;;;;;CECILIO ACOSTA
JURIDICO;298615788;2900029031;FARMACIA DORAL C.A;7423431;;;;;;;;;COQUIVACOA
JURIDICO;402121130;2900040373;FARMACIA DR. GALUE SAN JACINTO, C.A;2617534922;;;;;;;;;JUANA DE AVILA
JURIDICO;309240064;219R000997;FARMACIA EL BIENESTAR CA.;7780780;;;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;293987237;2900017050;FARMACIA EL BIENESTAR DELICIAS NORTE, C.A.;2617591889;NO EXISTOSA;NO CONTESTA;;;;;;;JUANA DE AVILA
JURIDICO;296927413;2900023852;FARMACIA EL BIENESTAR PERIFERICO C.A;4143617671;;;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;70364181;2000075173;FARMACIA EL COLIBRI C.A.;2617555167;;;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;316609022;2900039375;FARMACIA FARMA DORADA;4146001068;NO EXISTOSA;USUARIO ERRADO;;;;;;;COQUIVACOA
JURIDICO;313459860;2900033776;FARMACIA FARMA EXPRESS ZULIA C.A;4146384749;NO EXISTOSA;USUARIO ERRADO;;;;;;;BOLIVAR
JURIDICO;294867910;2900024251;FARMACIA FARMAMETRO CA;2617293310;;;;;;;;;COQUIVACOA
JURIDICO;406823570;2900047567;FARMACIA FARMA SERVICIO MARACAIBO C.A;7983792;;;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;316255824;2900014202;FARMACIA FARMA TOTAL SANTA MARIA C,A;4146398517;;;;;;;;;CHIQUINQUIRA
JURIDICO;402708963;2900051168;FARMACIA FARMAVIDA HOGAR 3, C.A.;4146055555;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;316946959;2900014319;FARMACIA FEDERAL C.A;7971204;;;;;;;;;CHIQUINQUIRA
JURIDICO;70087781;2000041860;FARMACIA FLEMING C.A;4246514568;EXITOSA;SIN NOVEDAD;SI;NO SABE;SI;MEDIANA;SATISFACTORIA;ES MUY COMPLETO;SANTA LUCIA
JURIDICO;405571314;2900046224;FARMACIA FULL SALUD C.A.;4143600557;NO EXISTOSA;EMPRESA CERRADA;;;;;;;CACIQUE MARA
JURIDICO;315759802;2900011584;FARMACIA GALENUS S.A.;4246248644;EXITOSA;SIN NOVEDAD;SI;SMART FARMAT;NO;MEDIANA;SATISFACTORIA;ES SENCILLO DE MANEJAR;RAUL LEONI
JURIDICO;301260805;2000063941;FARMACIA GUAYANA, C.A;4246660903;;;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;316375587;2900013000;FARMACIA LA ALIANZA C.A;4146328970;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;294814689;2900018390;FARMACIA LA CIUDADELA C.A;4146138795;NO EXISTOSA;USUARIO ERRADO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;295486642;2900022883;FARMACIA LA FUENTE 3F,C.A;2617913540;;;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;302348560;2000085173;FARMACIA LA FUSTA, C.A.;7514932;;;;;;;;;CHIQUINQUIRA
JURIDICO;297572287;2900029076;FARMACIA LA GANGA C.A;7229128;;;;;;;;;CHIQUINQUIRA
JURIDICO;298069783;2900030219;FARMACIA LA LAGO , C.A;4166662312;;;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;295739109;2900020554;FARMACIA LA MATERNIDAD, C.A.;2617834993;;;;;;;;;CHIQUINQUIRA
JURIDICO;70192003;2000085501;FARMACIA LA PARAGUA CA;4127718345;EXITOSA;SIN NOVEDAD;SI;a2;SI;MEDIANA;EXCELENTE;ES MUY COMPLETO;JUANA DE AVILA
JURIDICO;299484822;2900032409;FARMACIA LA PLACITA C.A;4143600557;EXITOSA;CIERRE TEMPORAL;;;;;;;COQUIVACOA
JURIDICO;309942662;203R002634;FARMACIA LA PRIMERA C.A;4246123466;EXITOSA;NO ESTÁ AUTORIZADO;SI;MAGNUM;;;;;OLEGARIO VILLALOBOS
JURIDICO;316117405;2900013324;FARMACIA LA REDOMA HOSPITALARIA C.A.;4246992619;;;;;;;;;BOLIVAR
JURIDICO;313300748;2900003957;FARMACIA LA VENEZOLANA K C.A;4246389207;;;;;;;;;CHIQUINQUIRA
JURIDICO;294909221;2900022022;FARMACIA LOS PLATANEROS, S.A.;2610640500;;;;;;;;;RAUL LEONI
JURIDICO;297562451;2900025859;FARMACIA MARACAIBO SAN FELIPE, C.A.;2617210695;;;;;;;;;BOLIVAR
JURIDICO;302799260;2000043851;FARMACIA MARACIMA CA;7917221;;;;;;;;;SANTA LUCIA
JURIDICO;303726755;2000813373;FARMACIA MARA NORTE C.A.;4146353003;NO EXISTOSA;USUARIO ERRADO;;;;;;;JUANA DE AVILA
JURIDICO;299860700;2900031216;FARMACIA MI ANGEL DE LA SALUD, C.A;4146128093;NO EXISTOSA;USUARIO ERRADO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;70085584;2000083013;FARMACIA NUEVA IRAMA C.A;2617869103;;;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;294062920;2900018491;FARMACIA NUEVA MEGA AHORRO LA CASCADA C.A;2616147810;;;;;;;;;JUANA DE AVILA
JURIDICO;315073200;2900033773;FARMACIA NUEVA VERACRUZ C.A;4146624975;;;;;;;;;BOLIVAR
JURIDICO;299317608;2900030772;FARMACIA OCCIDENTAL, C.A (FARMA OCCICA);2617210861;;;;;;;;;CHIQUINQUIRA
JURIDICO;303115420;2000076945;FARMACIA ROYAL C.A.;4246514568;;;;;;;;;CHIQUINQUIRA
JURIDICO;296697760;2900023373;FARMACIA SABANETA C.A;7980127;;;;;;;;;CECILIO ACOSTA
JURIDICO;402744188;2900045887;FARMACIA SAN MARCOS N° 2, C.A;4146192489;NO EXISTOSA;USUARIO ERRADO;;;;;;;RAUL LEONI
JURIDICO;408960281;2900050699;INVERSIONES CAMARILLO VILLASMIL C.A.;4146031458;EXITOSA;SIN NOVEDAD;NO;;SI;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;299334286;2900032919;INVERSIONES CARCAMO C.A.;2616167133;NO EXISTOSA;TLF NO VALIDO;;;;;;;JUANA DE AVILA
JURIDICO;401149693;2900051980;INVERSIONES CARZAI, C.A.;4265708103;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;309289020;207C000521;INVERSIONES CASILLA, C.A;26107233939;EXITOSA;EMPRESA PEQUEÑA;NO;;NO;;;;CHIQUINQUIRA
JURIDICO;299340189;7000001140;INVERSIONES CEALCA, C.A;2612112144;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;410528664;7000000912;INVERSIONES CECY, C.A;2616142516;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;404246991;7000002184;INVERSIONES CECY, C.A;4146896089;NO EXISTOSA;FUERA DEL PAIS;;;;;;;CHIQUINQUIRA
JURIDICO;404246991;7000002183;INVERSIONES CECY, C.A;4146896089;NO EXISTOSA;FUERA DEL PAIS;;;;;;;CHIQUINQUIRA
JURIDICO;411391875;7000000668;INVERSIONES CEGA II, C.A.;4146015665;EXITOSA;SIN NOVEDAD;SI;a2;NO;;;;RAUL LEONI
JURIDICO;406092380;2900046927;INVERSIONES CHACIN ARCAYA HIJOS, C.A;2617926703;EXITOSA;NO ESTÁ AUTORIZADO;;;;;;;SANTA LUCIA
JURIDICO;314956957;2900010805;INVERSIONES CHAVEZ-VILLALOBOS, C.A.;4141643843;NO EXISTOSA;TLF NO VALIDO;;;;;;;JUANA DE AVILA
JURIDICO;298344687;2900049125;INVERSIONES CHERUBINE C.A;4246310262;EXITOSA;SIN NOVEDAD;SI;a2;SI;;;;MANUEL DAGNINO
JURIDICO;298143886;2900028403;INVERSIONES CHOCO, GCG, C.A;7935356;NO EXISTOSA;NO CONTESTA;;;;;;;CRISTO DE ARANZA
JURIDICO;315244519;2900012370;INVERSIONES CIN C.A;7363019;NO EXISTOSA;TLF NO VALIDO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;408424860;7000001224;INVERSIONES CMR C.A;4142563625;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;298721456;2900052926;INVERSIONES COMELLA MONTIEL ,C.A;2617403039;NO EXISTOSA;TLF NO VALIDO;;;;;;;COQUIVACOA
JURIDICO;309363760;2900043283;INVERSIONES COPA CABANA CLUB, C.A;2617555934;NO EXISTOSA;TLF NO VALIDO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;315328801;2900015752;INVERSIONES CORONA, C.A;4246491166;NO EXISTOSA;USUARIO ERRADO;;;;;;;CRISTO DE ARANZA
JURIDICO;302118999;2000077183;INVERSIONES COSEM C.A.;2617193245;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;406003611;2900047473;INVERSIONES COSUPLA MARACAIBO, C.A.;4120625264;EXITOSA;SIN NOVEDAD;SI;stockbase;SI;;;;LUIS HURTADO HIGUERA
JURIDICO;308620459;207R002130;INVERSIONES COVIDES C.A.;2122643821;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;404020985;2900043775;INVERSIONES CRATOS 3000 C.A;7548905;NO EXISTOSA;TLF NO VALIDO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;401216366;2900037843;INVERSIONES CRE, C.A.;2617934162;NO EXISTOSA;NO CONTESTA;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;307794160;2900035158;INVERSIONES CRISTINA 2010, C.A.;4146326244;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;309331639;2900007819;INVERSIONES CUCURULO, C.A.;7834077;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;411073164;7000000850;INVERSIONES CYB LICORES, CA;4146156691;EXITOSA;EMPRESA PEQUEÑA;NO;;;;;;CECILIO ACOSTA
JURIDICO;296156239;2900030039;INVERSIONES DADIVENCA CA;5252581;NO EXISTOSA;TLF NO VALIDO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;400520576;2900037243;INVERSIONES DAFRIO, C.A.;4146244716;NO EXISTOSA;USUARIO ERRADO;;;;;;;VENANCIO PULGAR
JURIDICO;403322023;7000000694;INVERSIONES DAKA C.A;4146233759;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;300816796;2900006888;INVERSIONES DALEVE, C.A.;7921697;NO EXISTOSA;NO CONTESTA;;;;;;;SANTA LUCIA
JURIDICO;298633506;7000000470;INVERSIONES DAVID GOMEZ, C.A.;4246141958;EXITOSA;ESTA EN ESPERA DE UNA INSTALACION;NO;;NO;;;;CHIQUINQUIRA
JURIDICO;411344150;7000002052;INVERSIONES DD 2018 C.A;4142785730;NO EXISTOSA;USUARIO ERRADO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;405036192;2900052262;INVERSIONES DDT, C.A.;2617924951;NO EXISTOSA;USUARIO ERRADO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;302969930;207P000266;INVERSIONES DEAL C A;4140112942;NO EXISTOSA;USUARIO ERRADO;;;;;;;CHIQUINQUIRA
JURIDICO;297803033;2900035481;INVERSIONES DE FREITAS REYES CA.;4146174471;EXITOSA;CERRADO TEMPORALMENTE;NO;;;;;;IDELFONSO VASQUEZ
JURIDICO;306061819;2000077759;INVERSIONES DE GASES C.A;2617883490;NO EXISTOSA;NO CONTESTA;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;308827290;2900013601;INVERSIONES DEIKEL DIESEL, C.A.;4129694745;EXITOSA;SIN NOVEDAD;SI;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;316312615;2900012893;INVERSIONES DELGADO CARRIZO, C.A.;7491819;NO EXISTOSA;TLF NO VALIDO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;305314926;203R001067;INVERSIONES DELTA, C.A.;2617186870;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;310731071;217C000012;INVERSIONES DIGIODIL C.A.;4143611470;NO EXISTOSA;TLF NO VALIDO;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;314640992;2900012630;INVERSIONES DIGNA, C.A.;4168656095;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;1572147;2000086431;INVERSIONES DIRT SRL.;261751445;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;408141507;2900052200;INVERSIONES DOBLE LL. C.A;2617882762;NO EXISTOSA;TLF NO VALIDO;;;;;;;CECILIO ACOSTA
JURIDICO;406794651;7000001245;INVERSIONES DON CAUCHO 2016, CA;2617154236;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;294231853;2900017148;INVERSIONES DON MAURICIO, C.A;4149615667;NO EXISTOSA;USUARIO ERRADO;;;;;;;CACIQUE MARA
JURIDICO;402198515;2900042948;INVERSIONES DOSANTOS, C.A.;4140585348;EXITOSA; CONFORME CON EL USUARIO QUE YA TIENE;SI;SAGA;NO;;;;VENANCIO PULGAR
JURIDICO;410951940;7000000782;INVERSIONES DULINS CA;2617556438;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;408335611;2900052034;INVERSIONES D Y G, C.A ( GAROTA);4146431652;EXITOSA;NO ESTA INTERESADO PORQUE TIENE PROBLEMA CON EL SENIAT;SI;Saint;NO;;;;IDELFONSO VASQUEZ
JURIDICO;299223042;2900039957;INVERSIONES EDGAR Y CHICHO C.A.;4268606156;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;401139418;2900040588;INVERSIONES EDUARDO COLINA C.A;4246815750;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;412088637;7000000832;INVERSIONES EGLENYS, C.A.;4146821891;EXITOSA;EMPRESA PEQUEÑA;SI;;SI;;;;CHIQUINQUIRA
JURIDICO;296542830;2900022992;INVERSIONES E IMPORTACIONES TALERO C.A;4165605857;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;400386390;2900037780;INVERSIONES E IMPORTACIONES VIC MAR, C.A.;2614158195;NO EXISTOSA;OTRO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;304747543;2000075077;INVERSIONES EL ABUELO C.A.;4168602659;NO EXISTOSA;TLF NO VALIDO;;;;;;;CECILIO ACOSTA
JURIDICO;296371580;2900023098;INVERSIONES EL CORAL, C.A;2613231669;NO EXISTOSA;TLF NO VALIDO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;405318023;2900047880;INVERSIONES EL DIAMANTE, C.A;2617987865;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;311764305;208P000075;INVERSIONES EL GOLOSO C.A;8087263;NO EXISTOSA;TLF NO VALIDO;;;;;;;CACIQUE MARA
JURIDICO;306551654;2900010655;INVERSIONES ELIA. C.A.;2617292459;NO EXISTOSA;OTRO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;317653912;2900036075;INVERSIONES ELIANAR´S, C.A;4260631124;EXITOSA;NO ESTA INTERSADA;NO;;NO;;;;BOLIVAR
JURIDICO;410030755;7000000064;INVERSIONES EL JEY EXPRESS, C.A.;2617835280;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;406562408;7000001397;INVERSIONES EL PEDREGAL Y C CH, CA (SUCURSAL);4246761397;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;407234498;7000002255;INVERSIONES EL PUNTO DEL CHAPARRAL, C.A.;4129163369;NO EXISTOSA;TLF NO VALIDO;;;;;;;COQUIVACOA
JURIDICO;317367197;2900033903;INVERSIONES EL RECUERDO DE MI PADRE C.A;7765635;NO EXISTOSA;OTRO;;;;;;;VENANCIO PULGAR
JURIDICO;295287488;2900018981;INVERSIONES EL RELAMPAGO C.A;4146336492;EXITOSA;NO QUIERE DAR INFORMACION POR TELEFONO;NO;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;298612053;2900029040;INVERSIONES EL REY JESUS,C.A;4246125072;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;404003240;1900044254;INVERSIONES ESNILD CA;2614178579;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;298153610;2900027466;INVERSIONES ESTELLER MONTIEL C.A;7920856;NO EXISTOSA;TLF NO VALIDO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;310677883;2900032348;INVERSIONES ESTRADA PATIÑO C.A;4246996102;NO EXISTOSA;USUARIO ERRADO;;;;;;;BOLIVAR
JURIDICO;401236260;2900038433;INVERSIONES EVEREST EC, C.A;2619357722;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;403443610;2900042993;INVERSIONES FAMA 01, C.A.;2617231137;NO EXISTOSA;OTRO;;;;;;;CHIQUINQUIRA
JURIDICO;298868724;2900032730;INVERSIONES FAMILY GROUP C.A;4246162889;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;406355429;7000001307;INVERSIONES FERREARTE SEMPRUN, C.A.;4146282982;EXITOSA;NO LO NECESITAN POR SER UNA EMPRESA PEQUÑA;NO;;;;;;SANTA LUCIA
JURIDICO;403978140;2900045672;INVERSIONES FERRE GOLD , C.A;2617988614;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;406000515;2900047002;INVERSIONES FERRETERAS DEPARCA ,C.A;4121704090;NO EXISTOSA;USUARIO ERRADO;;;;;;;BOLIVAR
JURIDICO;295488173;2900019779;INVERSIONES FILIBERTO C.A;4146343517;NO EXISTOSA;USUARIO ERRADO;;;;;;;ANTONIO BORJAS ROMERO
JURIDICO;403162158;2900042216;INVERSIONES FIRALFRED C.A.;2617831111;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;411218863;7000000549;INVERSIONES FRANSUA 2017, C.A.;4246148731;NO EXISTOSA;OTRO;;;;;;;CHIQUINQUIRA
JURIDICO;405931205;2900050624;INVERSIONES GABY Y TERE, C.A.;4146578172;NO EXISTOSA;NO CONTESTA;;;;;;;CHIQUINQUIRA
JURIDICO;298667133;2900028930;INVERSIONES GARCIA SANCHEZ C.A;4243469586;NO EXISTOSA;NO CONTESTA;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;400589037;2900036176;INVERSIONES GA-ZULIA, C.A.;2617180339;NO EXISTOSA;TLF NO VALIDO;;;;;;;CRISTO DE ARANZA
JURIDICO;296137994;2900022210;INVERSIONES GENADI, C.A.;7356747;NO EXISTOSA;TLF NO VALIDO;;;;;;;MANUEL DAGNINO
JURIDICO;70514191;2900041656;INVERSIONES GIANCOLA TORRES;2617433145;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;316569250;2900020086;INVERSIONES GILMAR, C.A;4146200965;EXITOSA;NO ESTÁ INTERESADO;NO;;;;;;CHIQUINQUIRA
JURIDICO;312779411;2900002070;INVERSIONES GIRALDO, C.A;7231717;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;312779411;1900002072;INVERSIONES GIRALDO, C.A (SUCURSAL);7231717;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;312779411;2900002071;INVERSIONES GIRALDO, CA ( SUCURSAL );7231717;NO EXISTOSA;TLF NO VALIDO;;;;;;;BOLIVAR
JURIDICO;406630217;1900048439;INVERSIONES GONZALES PEÑA , C.A;2617927434;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;402364105;2900042459;INVERSIONES GRAN VAFER, C.A.;2612011331;NO EXISTOSA;TLF NO VALIDO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;70436379;2900051568;INVERSIONES GUIBOSCA, C.A;4168663618;EXITOSA;NO ESTÁ AUTORIZADO;SI;;;;;;CRISTO DE ARANZA
JURIDICO;411424030;7000001571;INVERSIONES HERMANOS ARELLANOS, C.A;4246829927;NO EXISTOSA;USUARIO ERRADO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;407955543;2900049239;INVERSIONES HERMANOS R.G, C.A.;4160263392;NO EXISTOSA;USUARIO ERRADO;;;;;;;LUIS HURTADO HIGUERA
JURIDICO;314962248;2900009513;INVERSIONES HERNANDEZ PACHECO C.A.;4146773096 ,04246792202;EXITOSA;INTERESADO;SI;a2;;;;;COQUIVACOA
JURIDICO;1614150;2000042536;INVERSIONES HOMARA SRL;7224598;NO EXISTOSA;OTRO;;;;;;;SANTA LUCIA
JURIDICO;317074068;2900013144;INVERSIONES H.T. C.A.;7629346;NO EXISTOSA;TLF NO VALIDO;;;;;;;CARRACCIOLO PARRA PEREZ
JURIDICO;402551479;7000000192;INVERSIONES HYN RIOS;4246620295;EXITOSA;NO ESTÁ INTERESADO;;;;;;;CACIQUE MARA
JURIDICO;402551479;2900041988;INVERSIONES HYN RIOS, C.A;2617555192;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;402551479;7000000193;INVERSIONES HYN RIOS (SUCURSAL);4246620295;EXITOSA;NO ESTÁ INTERESADO;;;;;;;CHIQUINQUIRA
JURIDICO;294513921;2900020151;INVERSIONES IRAZU, C.A.;2617982367;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;298956496;2900049432;INVERSIONES ISAMANCA C,.A;2617348961;NO EXISTOSA;TLF NO VALIDO;;;;;;;FRANCISCO EUGENIO BUSTAMANTE
JURIDICO;298956496;2900029719;INVERSIONES ISAMANCA C,.A;4163666079;NO EXISTOSA;USUARIO ERRADO;;;;;;;CECILIO ACOSTA
JURIDICO;401038565;2900040475;INVERSIONES ISATEX TEXTILES, C.A;2617278026;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;402201729;2900041533;INVERSIONES JABRAZZO, C.A;2617128674;NO EXISTOSA;TLF NO VALIDO;;;;;;;OLEGARIO VILLALOBOS
JURIDICO;295585748;2900021555;INVERSIONES JACKIE C.A;2110127;NO EXISTOSA;TLF NO VALIDO;;;;;;;CHIQUINQUIRA
JURIDICO;313964310;2900042306;INVERSIONES J.C.,C.A.;2615247533;NO EXISTOSA;TLF NO VALIDO;;;;;;;IDELFONSO VASQUEZ
JURIDICO;402770715;2900045445;INVERSIONES J.C.I. C.A.;4146581425;EXITOSA;NO ESTÁ INTERESADO;;;;;;;CRISTO DE ARANZA
JURIDICO;400366372;2900036015;INVERSIONES JEANS BOUTIQUE,C.A;7781282;NO EXISTOSA;TLF NO VALIDO;;;;;;;RAUL LEONI
JURIDICO;304704518;2000071062;INVERSIONES JELSO C.A;7236235;NO EXISTOSA;OTRO;;;;;;;CACIQUE MARA
